phase,metric,n_SAD,n_HC,diff_SAD_minus_HC,cohens_d_SAD_minus_HC,hedges_g_SAD_minus_HC,rank_biserial_SAD_vs_HC,p,q_within_phase_feature,scalar_auc_abs_direction,metric_family,profile,interpretation
phase2_extinction,Neural_SafetyDispersion,23,28,0.0226576824551186,0.4354930492941614,0.4287931562280974,0.1987577639751552,0.1487957892381221,0.3820432426384218,0.5993788819875776,within_cue_dispersion,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_SafetyPrecision,23,28,-0.0226576824551186,-0.4354930492941614,-0.4287931562280974,-0.1987577639751552,0.1487957892381221,0.3820432426384218,0.5993788819875776,within_cue_precision,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_ThreatToBackgroundDistanceRatio,23,28,-0.1074134064706393,-0.4309624539782242,-0.4243322623785592,-0.2204968944099378,0.1201974179861884,0.338221589726529,0.610248447204969,normalized_geometry_ratio,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_VicariousDiscrimination_Normalized,23,28,-0.0684907151240699,-0.4083455363788253,-0.4020632973576127,-0.2391304347826086,0.1413790210606477,0.3820432426384218,0.6195652173913043,composite_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_ThreatTriangleOpenness,23,28,-0.0401839235017104,-0.4040379451341974,-0.3978219767475175,-0.2080745341614907,0.1564265483077744,0.391066370769436,0.6040372670807453,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_VicariousDiscrimination,23,28,-0.0331964911747511,-0.385594296462475,-0.3796620765168985,-0.2329192546583851,0.1655980653154616,0.4018352619402207,0.6164596273291926,composite_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_TriangleAngle_Threat,23,28,3.647239208765093,0.3815228959228939,0.3756533129086956,0.2422360248447204,0.1691937945011455,0.4018352619402207,0.6211180124223602,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_CV_Dist_Safety_Background,23,28,0.0350992703505834,0.3553859165148719,0.3499184408761816,0.2111801242236024,0.1954960042694644,0.4421933429904552,0.6055900621118012,split_half_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_RawNorm_ThreatMinusBackground,23,28,-574.8229457310268,-0.3498742227564448,-0.3444915424063457,-0.1956521739130434,0.185131242663463,0.4289626354397313,0.5978260869565217,raw_pattern_norm,Q5_activation_magnitude_secondary,Derived FearNetwork profile metric.
phase2_extinction,Neural_ThreatToSafetyDistanceRatio,23,28,-0.0937862971722378,-0.3386916111186027,-0.3334809709475473,-0.2080745341614907,0.2116943738041267,0.4676968723579543,0.6040372670807453,normalized_geometry_ratio,Q1_geometry_topology,Ratio of threat-safety distance to safety-background distance.
phase2_extinction,Neural_Euclid_ThreatToSafetyDistanceRatio,23,28,-0.078985051036837,-0.3366415375163705,-0.3314624369391956,-0.1583850931677018,0.217138676048922,0.4688221414692635,0.579192546583851,normalized_geometry_ratio,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_TriangleAngle_Safety,23,28,-3.171017387782065,-0.3306373223321239,-0.3255505942962451,-0.1304347826086956,0.2531357748773795,0.490773441088797,0.5652173913043479,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_ThreatVsBackgroundSpecificity,23,28,-0.076133040210932,-0.3288753565749289,-0.3238157357045453,-0.0652173913043479,0.2701797860042002,0.5032760719686082,0.532608695652174,pairwise_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_RawNorm_SafetyMinusBackground,23,28,717.0374930245536,0.3248514119427387,0.3198536979128505,0.0900621118012421,0.29381507286529,0.5156679164825995,0.5450310559006211,raw_pattern_norm,Q5_activation_magnitude_secondary,Derived FearNetwork profile metric.
phase2_extinction,Neural_SafetySpecificity,23,28,-0.0875041003360003,-0.3210830203452876,-0.3161432815707447,-0.2080745341614907,0.241980356015232,0.490773441088797,0.6040372670807453,pairwise_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_SafetyEvidence,23,28,-0.0210067473883281,-0.320580176017661,-0.3156481733096969,-0.2080745341614907,0.2434836249396205,0.490773441088797,0.6040372670807453,prototype_evidence,Q2_decision_evidence,Prototype evidence that safety trials look background-like rather than threat-like.
phase2_extinction,Neural_PrototypeThreatLike_Safety,23,28,0.0210067473883281,0.3205801760176609,0.3156481733096969,0.2080745341614904,0.2434836249396205,0.490773441088797,0.6040372670807452,other,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_Dist_Threat_Background,23,28,-0.0194033797219824,-0.3188250430339013,-0.3139200423718413,-0.1521739130434782,0.2815028345756317,0.5045805525412267,0.5760869565217391,pairwise_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Safety_LatePhaseEvidence,23,28,-0.0371243794663739,-0.3174080808759914,-0.3125248796317454,-0.2111801242236024,0.2484219556124633,0.490773441088797,0.6055900621118012,late_phase_evidence,Q3_learning_dynamics,Mean safety evidence during the last half of extinction trials.
phase2_extinction,Neural_Euclid_Dist_Safety_Background,23,28,0.0207805437797279,0.3034172900767601,0.2987493317678868,0.2236024844720496,0.2656386857293177,0.5032760719686082,0.6118012422360248,pairwise_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Safety_LearningAUC,23,28,-0.0287610243015054,-0.2937784814022865,-0.2892588124576359,-0.1801242236024844,0.2794711320700429,0.5045805525412267,0.5900621118012422,trajectory_auc,Q3_learning_dynamics,Mean safety evidence across extinction trials.
phase2_extinction,Neural_RawMean_ThreatMinusSafety,23,28,-5.477547568378982,-0.2860903837388135,-0.2816889932197549,-0.1459627329192546,0.2985445832267681,0.5156679164825995,0.5729813664596273,raw_activation_mean,Q5_activation_magnitude_secondary,Derived FearNetwork profile metric.
phase2_extinction,Neural_CV_VicariousDiscrimination,23,28,-0.0366084556817678,-0.2744914528424844,-0.2702685074141385,-0.1366459627329191,0.3267583330528656,0.5352076144831419,0.5683229813664596,split_half_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_TrialwiseEvidenceMargin,23,28,-0.0117805995725794,-0.2592968280294743,-0.2553076460597901,-0.1273291925465839,0.3538889942343765,0.5698212619028096,0.563664596273292,representational_certainty,Q4_precision_dispersion,Mean signed trialwise distance from the safety/threat decision boundary.
phase2_extinction,Neural_ThreatDispersion,23,28,-0.0182156918911616,-0.2586256292045882,-0.2546467733706715,-0.0341614906832297,0.324055873060303,0.5352076144831419,0.5170807453416149,within_cue_dispersion,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_ThreatPrecision,23,28,0.0182156918911616,0.2586256292045882,0.2546467733706715,0.0341614906832297,0.324055873060303,0.5352076144831419,0.5170807453416149,within_cue_precision,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_CV_Dist_Threat_Background,23,28,-0.0198662905666369,-0.2435279147715034,-0.2397813314673265,-0.0993788819875776,0.3998456224083887,0.6029418115682053,0.5496894409937888,split_half_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_ThreatAxisSeparation,23,28,-0.0353163554778183,-0.2378670239893162,-0.2342075313125575,-0.1149068322981367,0.3891660788782539,0.6003650495500842,0.5574534161490683,axis_projection_geometry,Q1_geometry_topology,How far safety sits away from the threat end of the background-to-threat axis.
phase2_extinction,Neural_Safety_ThreatAxisProjection,23,28,0.0353163554778181,0.2378670239893151,0.2342075313125564,0.1149068322981365,0.3891660788782564,0.6003650495500842,0.5574534161490683,axis_projection_geometry,Q1_geometry_topology,Projection of safety onto the background-to-threat axis; higher values mean safety is more threat-like.
phase2_extinction,Neural_DynamicDiscrimination_LatePhase,23,28,0.0515446144850202,0.2318373503784728,0.2282706219111117,0.1428571428571428,0.3918171902326866,0.6003650495500842,0.5714285714285714,late_phase_evidence,Q3_learning_dynamics,Late-phase separation between threat evidence and safety evidence.
phase2_extinction,Neural_Safety_Trajectory_Slope,23,28,-0.0067658885158237,-0.2128406282538327,-0.2095661570499276,-0.1863354037267081,0.438595360144981,0.6510399877152062,0.5931677018633541,trialwise_slope,Q3_learning_dynamics,Trialwise change in safety evidence across extinction/reinstatement trials.
phase2_extinction,Neural_CV_Dist_Threat_Safety,23,28,0.0168479199042692,0.1941634470949879,0.1911763171396804,0.12111801242236,0.5049247045899032,0.705409513765306,0.56055900621118,split_half_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_BackgroundDispersion,23,28,-0.0082534985739153,-0.1860690289838532,-0.1832064285379478,-0.1801242236024844,0.4888589909527928,0.69315827075396,0.5900621118012422,within_cue_dispersion,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_DynamicDiscriminationAUC,23,28,0.0339608494578519,0.1827410055360117,0.1799296054508423,0.0372670807453416,0.4882715416231011,0.69315827075396,0.5186335403726708,trajectory_auc,Q3_learning_dynamics,Mean trialwise threat-vs-safety evidence separation across extinction trials.
phase2_extinction,Neural_PrototypeDynamicDiscriminationAUC,23,28,0.0339608494578519,0.1827410055360117,0.1799296054508423,0.0372670807453416,0.4882715416231011,0.69315827075396,0.5186335403726708,trajectory_auc,Q3_learning_dynamics,Derived FearNetwork profile metric.
phase2_extinction,Neural_TrialwiseEvidenceCertaintySNR,23,28,0.035065208055973,0.1810108642858781,0.1782260817584031,0.0962732919254658,0.5139885510290776,0.7076653963443822,0.5481366459627329,representational_certainty,Q4_precision_dispersion,Trialwise evidence margin divided by trialwise evidence variability.
phase2_extinction,Neural_Euclid_TriangleArea_Normalized,23,28,0.0032912436339721,0.17227545375529,0.1696250621590548,0.2267080745341614,0.5384040871036693,0.7306912610692655,0.6133540372670807,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Safety_InitialFinal_Change,23,28,-0.0380029163293501,-0.1473333752339571,-0.1450667079226655,-0.0993788819875777,0.6011361812043272,0.8043371438649449,0.5496894409937889,initial_final_change,Q3_learning_dynamics,Derived FearNetwork profile metric.
phase2_extinction,Neural_DynamicDiscrimination_EarlyLate_Change,23,28,0.0351675300543361,0.1365284579724597,0.1344280201574988,0.1335403726708075,0.6210625068926053,0.8082320295177742,0.5667701863354038,early_late_change,Q3_learning_dynamics,Late-minus-early change in threat-vs-safety evidence separation.
phase2_extinction,Neural_PrototypeDynamicDiscrimination_EarlyLate_Change,23,28,0.0351675300543361,0.1365284579724597,0.1344280201574988,0.1335403726708075,0.6210625068926053,0.8082320295177742,0.5667701863354038,early_late_change,Q3_learning_dynamics,Derived FearNetwork profile metric.
phase2_extinction,Neural_Safety_EarlyLate_Change,23,28,-0.0167267103297369,-0.1164431103210086,-0.1146516778545316,-0.0993788819875776,0.672408119964502,0.8632266404949688,0.5496894409937888,early_late_change,Q3_learning_dynamics,Late-minus-early change in safety evidence; positive values indicate safety becomes more background-like over trials.
phase2_extinction,Neural_Threat_LatePhaseEvidence,23,28,0.0144202350186463,0.1065213952680692,0.1048826045716374,0.0403726708074532,0.697030082312147,0.8705972628467756,0.5201863354037266,late_phase_evidence,Q3_learning_dynamics,Mean threat evidence during the last half of extinction trials.
phase2_extinction,Neural_CorrTrianglePerimeter,23,28,0.003819921763184,0.1044168727382504,0.1028104593115081,0.2236024844720496,0.7112163264848121,0.8705972628467756,0.6118012422360248,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_ThreatVsBackgroundDispersion,23,28,-0.0099621933172463,-0.0986277113026729,-0.0971103618980163,0.0993788819875776,0.7052857932573615,0.8705972628467756,0.5496894409937888,within_cue_dispersion,Q4_precision_dispersion,Whether threat patterns are more variable around their prototype than background patterns.
phase2_extinction,Neural_CorrTriangleArea,23,28,0.0067389952025332,0.0983065176733493,0.0967941097091439,0.2236024844720499,0.727347295447452,0.8705972628467756,0.611801242236025,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_RawMean_ThreatMinusBackground,23,28,1.6378566106283885,0.09514560800907,0.0936818294243151,0.1149068322981365,0.7289389875674288,0.8705972628467756,0.5574534161490683,raw_activation_mean,Q5_activation_magnitude_secondary,Derived FearNetwork profile metric.
phase2_extinction,Neural_CorrTriangleArea_Normalized,23,28,0.0023457089944473,0.0931350433362479,0.0917021965156902,0.2173913043478261,0.7409848856985699,0.8705972628467756,0.6086956521739131,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Threat_EarlyLate_Change,23,28,0.0184408197245992,0.0923967990250686,0.0909753098092983,0.1614906832298137,0.7422987188483035,0.8705972628467756,0.5807453416149069,early_late_change,Q3_learning_dynamics,Late-minus-early change in threat evidence; negative values indicate declining threat evidence over trials.
phase2_extinction,Neural_Euclid_Dist_Threat_Safety,23,28,-0.0054285150680639,-0.0809717277878107,-0.0797260088987674,-0.0590062111801241,0.7702698361031053,0.8923857857292073,0.5295031055900621,pairwise_geometry,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Threat_Trajectory_Slope,23,28,0.0039439839547911,0.0750049261416649,0.0738510042010239,0.1490683229813663,0.7844954551864346,0.8979164848519432,0.5745341614906831,trialwise_slope,Q3_learning_dynamics,Trialwise change in threat evidence across extinction/reinstatement trials.
phase2_extinction,Neural_CSPlusDispersion,23,28,0.0022209952819783,0.0626778529632104,0.061713578302238,0.12111801242236,0.8190884577652499,0.9130705627574122,0.56055900621118,within_cue_dispersion,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_CSPlusPrecision,23,28,-0.0022209952819783,-0.0626778529632104,-0.061713578302238,-0.1211180124223602,0.8190884577652499,0.9130705627574122,0.56055900621118,within_cue_precision,Q4_precision_dispersion,Derived FearNetwork profile metric.
phase2_extinction,Neural_DynamicDiscrimination_InitialFinal_Change,23,28,0.0297392995666954,0.0549526722805909,0.0541072465531972,0.1366459627329193,0.8369114413931613,0.9130705627574122,0.5683229813664596,initial_final_change,Q3_learning_dynamics,Derived FearNetwork profile metric.
phase2_extinction,Neural_PrototypeDynamicDiscrimination_InitialFinal_Change,23,28,0.0297392995666954,0.0549526722805909,0.0541072465531972,0.1366459627329193,0.8369114413931613,0.9130705627574122,0.5683229813664596,initial_final_change,Q3_learning_dynamics,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_TriangleAngle_Background,23,28,-0.4762218209830493,-0.0542321335624955,-0.0533977930461494,-0.0559006211180124,0.8472321657743607,0.9130705627574122,0.5279503105590062,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Threat_LearningAUC,23,28,0.0051998251563467,0.0478432891998631,0.0471072385967883,-0.1304347826086955,0.8554029482674703,0.9130705627574122,0.5652173913043478,trajectory_auc,Q3_learning_dynamics,Mean threat evidence across extinction trials.
phase2_extinction,Neural_Euclid_TrianglePerimeter,23,28,-0.004051351010319,-0.0358082047908756,-0.0352573093325544,0.0155279503105589,0.8968741560227168,0.9467004980239788,0.5077639751552795,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_ThreatSafetyVsBackgroundMean,23,28,-0.0044723029334705,-0.0318557618485087,-0.0313656732046855,-0.0621118012422359,0.9099901299458096,0.949989696097274,0.531055900621118,other,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Dist_Threat_Safety,23,28,-0.0025170461206276,-0.0198937461512543,-0.0195876885181581,-0.0652173913043477,0.9434022332141534,0.966563210877278,0.5326086956521738,pairwise_geometry,Q1_geometry_topology,Pattern distance between reinforced/threat cue and safety cue.
phase2_extinction,Neural_Threat_InitialFinal_Change,23,28,-0.0082636167626545,-0.0180459415836136,-0.0177683117130965,0.1428571428571428,0.9462145117009142,0.966563210877278,0.5714285714285714,initial_final_change,Q3_learning_dynamics,Derived FearNetwork profile metric.
phase2_extinction,Neural_CorrTriangleAngle_Background,23,28,-0.091715672517644,-0.0115859271010793,-0.011407682068755,-0.0590062111801241,0.9671861439686212,0.97747535826616,0.5295031055900621,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase2_extinction,Neural_Euclid_TriangleArea,23,28,5.890752175649605e-05,0.0033499146997637,0.0032983775505366,0.0186335403726709,0.9903449957790876,0.9903449957790876,0.5093167701863355,geometry_triangle,Q1_geometry_topology,Derived FearNetwork profile metric.
phase3_reinstatement,Neural_ResidualizedShockAxis_CSR_Projection,22,28,-0.1538307355683592,-0.7434291984644318,-0.7317523000592313,-0.396103896103896,0.0153615150676206,0.8507655291588465,0.698051948051948,residualized_shock_axis,Q6_shock_anchor_secondary,Derived FearNetwork profile metric.
phase3_reinstatement,Neural_ResidualizedShockAxis_CSR_Cosine,22,28,-0.0420226241747164,-0.6769938846759627,-0.6663604728747695,-0.3311688311688311,0.0284734853779592,0.8507655291588465,0.6655844155844155,residualized_shock_axis,Q6_shock_anchor_secondary,Derived FearNetwork profile metric.
phase3_reinstatement,Neural_ResidualizedShockAxis_CSRMinusCSS_Cosine,22,28,-0.0408299688056113,-0.5950803524992093,-0.5857335406798501,-0.4058441558441559,0.0410634550990169,0.8507655291588465,0.702922077922078,residualized_shock_axis,Q6_shock_anchor_secondary,Global-amplitude-residualized cosine contrast along each subject's SHOCK-minus-CS- axis.
phase3_reinstatement,Neural_ResidualizedShockAxis_DiscriminationAUC,22,28,-0.1370533900242448,-0.5900638295024856,-0.5807958112380487,-0.3896103896103895,0.0433237596681913,0.8507655291588465,0.6948051948051948,residualized_shock_axis,Q6_shock_anchor_secondary,Mean trialwise residualized shock-axis contrast for CSR versus CSS.
phase3_reinstatement,Neural_ResidualizedShockAxis_CSRMinusCSS_Projection,22,28,-0.1370533900242445,-0.5900638295024849,-0.580795811238048,-0.3896103896103895,0.0433237596681915,0.8507655291588465,0.6948051948051948,residualized_shock_axis,Q6_shock_anchor_secondary,Global-amplitude-residualized projection contrast along each subject's SHOCK-minus-CS- axis.
phase3_reinstatement,Neural_ThreatAxisSeparation,22,28,0.0820304900103605,0.5489649251885429,0.5403424394525972,0.2305194805194805,0.0611845044002865,0.8507655291588465,0.6152597402597403,axis_projection_geometry,Q1_geometry_topology,How far safety sits away from the threat end of the background-to-threat axis.
