metric,analysis,n_SAD,n_HC,mean_SAD,mean_HC,diff_SAD_minus_HC,cohens_d_SAD_minus_HC,hedges_g_SAD_minus_HC,rank_biserial_SAD_vs_HC,t,p,scalar_auc_abs_direction,phase,feature_space,roi_name,all_subjects_adjusted_group_beta,all_subjects_adjusted_group_p,all_subjects_adjusted_model_n,q_within_phase_feature,rank_score,profile,profile_order,metric_family,interpretation,direction_summary,passes_nominal_p05,passes_family_q05
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.3008774646733151,0.34671855869820856,-0.04584109402489345,-0.7900435268779294,-0.7778890110798075,-0.4006211180124224,-2.9303351722431454,0.005245270780165256,0.7003105590062112,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.05399567358820282,0.0012298086443060495,102,0.2514396374606362,2.9861635220125784,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_SafetyEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.06669661650639734,0.13988904511557204,-0.0731924286091747,-0.7220162125840127,-0.7109082708519511,-0.5434782608695653,-2.6048824928765817,0.012141701547057212,0.7717391304347827,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.08095006337713011,0.0036257539733489876,102,0.2514396374606362,2.9857442348008387,Q4_precision_dispersion,4,representational_certainty,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.31634175631456485,0.3652646118716975,-0.04892285555713266,-0.8135827305140577,-0.8010660731215338,-0.3788819875776397,-3.0399054067783196,0.003961894385508613,0.6894409937888198,phase2_extinction,phase2_ext_roi_by_roi,left_acc,-0.056949398909751724,0.0011843195425041498,102,0.18655072596069383,2.9834381551362683,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_ThreatAxisSeparation,placebo_SAD_vs_HC,22,28,0.5332345896345705,0.32275132526332023,0.21048326437125026,0.9118875189486075,0.8975646783368494,0.44480519480519476,3.229001351389222,0.002279094675346249,0.7224025974025974,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.20702161387482781,0.0016697534420181035,100,0.11053609175429371,2.9935010482180293,Q1_geometry_topology,1,axis_projection_geometry,How far safety sits away from the threat end of the background-to-threat axis.,SAD higher than HC,True,False
Neural_Safety_ThreatAxisProjection,placebo_SAD_vs_HC,22,28,0.4667654103654296,0.6772486747366797,-0.2104832643712501,-0.9118875189486069,-0.8975646783368487,-0.44480519480519487,-3.229001351389219,0.002279094675346262,0.7224025974025974,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,-0.2070216138748278,0.0016697534420181063,100,0.11053609175429371,2.9926624737945495,Q1_geometry_topology,1,axis_projection_geometry,Projection of safety onto the background-to-threat axis; higher values mean safety is more threat-like.,SAD lower than HC,True,False
Neural_ThreatToSafetyDistanceRatio,placebo_SAD_vs_HC,22,28,1.1322187140007702,0.8263924542449358,0.30582625975583444,0.8033205593720678,0.7907029589630825,0.3701298701298701,2.687716934504688,0.010965754131144598,0.685064935064935,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.27724676522170383,0.04691897672626973,100,0.35455938357367534,2.977777777777778,Q1_geometry_topology,1,normalized_geometry_ratio,Ratio of threat-safety distance to safety-background distance.,SAD higher than HC,True,False
Neural_SafetySpecificity,placebo_SAD_vs_HC,22,28,0.008892172152114857,-0.01613592619391236,0.02502809834602722,0.6431169988104831,0.633015684693041,0.31493506493506507,2.347514230516023,0.023100101843762946,0.6574675324675325,phase3_reinstatement,phase3_reinst_roi_by_roi,right_amygdala,0.024000522246270535,0.040638185101214835,100,0.7803204530263248,2.9337526205450732,Q1_geometry_topology,1,pairwise_geometry,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_ThreatToBackgroundDistanceRatio,placebo_SAD_vs_HC,22,28,1.2028343307959162,0.9735600525437821,0.2292742782521341,0.5832860759342217,0.5741245145321134,0.3701298701298703,1.953276239296058,0.05882855532257698,0.6850649350649352,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.21920184573349952,0.07582632369069789,100,0.6620102715570626,2.9207547169811323,Q1_geometry_topology,1,normalized_geometry_ratio,Ratio of threat-background distance to safety-background distance.,SAD higher than HC,False,False
Neural_BoundarySeparation,placebo_SAD_vs_HC,22,28,0.009927218116095626,0.005526486622120985,0.004400731493974641,0.6845465596102878,0.6737945194069849,0.31818181818181834,2.337574680998653,0.024565964736835783,0.6590909090909092,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.003886160306191727,0.07861232263644695,100,0.5148080566090987,2.939412997903564,Q2_decision_evidence,2,decision_boundary,Difference between threat evidence for CSR and threat evidence for CSS.,SAD higher than HC,True,False
Neural_SafetyEvidence,placebo_SAD_vs_HC,22,28,0.5022209181375236,0.4959732998892023,0.006247618248321263,0.6436139151749773,0.6335047960884594,0.31493506493506507,2.348875625052692,0.02302359206570254,0.6574675324675325,phase3_reinstatement,phase3_reinst_roi_by_roi,right_amygdala,0.005991480696801666,0.0404033999058199,100,0.7803204530263248,2.9345911949685535,Q2_decision_evidence,2,prototype_evidence,Prototype evidence that safety trials look background-like rather than threat-like.,SAD higher than HC,True,False
Neural_SafetyEvidence,placebo_SAD_vs_HC,22,28,0.500126975462945,0.4956812756836649,0.004445699779280166,0.4982897727091326,0.49046323177652845,0.3084415584415585,1.9478914528697553,0.06042091852575126,0.6542207792207793,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.003936281211558393,0.07413058633416007,100,0.7493142868234127,2.842138364779874,Q2_decision_evidence,2,prototype_evidence,Prototype evidence that safety trials look background-like rather than threat-like.,SAD higher than HC,False,False
Neural_SafetyEvidence,placebo_SAD_vs_HC,22,28,0.501612360718096,0.49587834692904936,0.005734013789046644,0.47396991237360014,0.46652535877610907,0.30519480519480524,1.8124867845784118,0.07780577717706025,0.6525974025974026,phase3_reinstatement,phase3_reinst_roi_by_roi,amygdala,0.005063168604921014,0.08085510427736606,100,0.898124256536307,2.80041928721174,Q2_decision_evidence,2,prototype_evidence,Prototype evidence that safety trials look background-like rather than threat-like.,SAD higher than HC,False,False
Neural_BoundarySeparation,placebo_SAD_vs_HC,22,28,0.009954591107690463,0.006372177426528093,0.00358241368116237,0.5378881703044299,0.5294396650116903,0.22402597402597402,1.8108702064984397,0.07846965916554742,0.612012987012987,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.0030775036471392654,0.16702215294233275,100,0.6620102715570626,2.7354297693920335,Q2_decision_evidence,2,decision_boundary,Difference between threat evidence for CSR and threat evidence for CSS.,SAD higher than HC,False,False
Neural_Safety_LearningAUC,placebo_SAD_vs_HC,22,28,0.0069373824847863835,-0.01457889973826928,0.021516282223055662,0.6302869502203163,0.6203871551906779,0.3376623376623378,2.3318285064456474,0.02413362225854613,0.6688311688311689,phase3_reinstatement,phase3_reinst_roi_by_roi,right_amygdala,0.020523914207053053,0.043932899956981686,100,0.7803204530263248,2.9404612159329138,Q3_learning_dynamics,3,trajectory_auc,Mean safety evidence across extinction trials.,SAD higher than HC,True,False
Neural_DynamicDiscrimination_InitialFinal_Change,placebo_SAD_vs_HC,22,28,-0.03082198197723648,0.010401271866568165,-0.041223253843804646,-0.5539561208611671,-0.5452552393816723,-0.2857142857142858,-2.015317168481232,0.04950642788212011,0.6428571428571429,phase3_reinstatement,phase3_reinst_roi_by_roi,left_vmpfc,-0.04298259264821877,0.06189585607496497,100,0.6889719327977671,2.871278825995807,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Threat_EarlyLate_Change,placebo_SAD_vs_HC,22,28,-0.0077709667820308435,0.0040386913018304865,-0.01180965808386133,-0.5130132251686039,-0.504955425820406,-0.35064935064935066,-1.7611998900387775,0.08571211621973224,0.6753246753246753,phase3_reinstatement,phase3_reinst_roi_by_roi,left_vmpfc,-0.01200994511542738,0.1776686611588935,100,0.6889719327977671,2.837945492662474,Q3_learning_dynamics,3,early_late_change,Late-minus-early change in threat evidence; negative values indicate declining threat evidence over trials.,SAD lower than HC,False,False
Neural_Threat_InitialFinal_Change,placebo_SAD_vs_HC,22,28,-0.011501363504113883,0.01111451704973295,-0.022615880553846834,-0.51989624488736,-0.5117303352817993,-0.2727272727272727,-1.8945787177971671,0.06420984712920057,0.6363636363636364,phase3_reinstatement,phase3_reinst_roi_by_roi,left_vmpfc,-0.0246674791996353,0.1479245489779857,100,0.6889719327977671,2.806079664570231,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Safety_LearningAUC,placebo_SAD_vs_HC,22,28,0.00015565330360808305,-0.015019179014699886,0.01517483231830797,0.46962519615725995,0.46224888417573234,0.2889610389610391,1.8381924382882058,0.07563460256412546,0.6444805194805195,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.013363772110012443,0.08785390009320154,100,0.7493142868234127,2.7878406708595387,Q3_learning_dynamics,3,trajectory_auc,Mean safety evidence across extinction trials.,SAD higher than HC,False,False
Neural_TrialwiseEvidenceMargin,placebo_SAD_vs_HC,22,28,0.016670751492633886,0.009183616380626433,0.007487135112007453,0.6965705735344213,0.6856296744736713,0.3441558441558441,2.4032759094270184,0.020761464399109867,0.672077922077922,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.006702508039907013,0.026002056730603434,100,0.5148080566090987,2.9545073375262056,Q4_precision_dispersion,4,representational_certainty,Mean signed trialwise distance from the safety/threat decision boundary.,SAD higher than HC,True,False
Neural_PrototypeEvidenceMargin,placebo_SAD_vs_HC,22,28,0.0049636090580478095,0.002763243311060493,0.0022003657469873163,0.684546559610286,0.6737945194069831,0.31818181818181834,2.337574680998646,0.024565964736836175,0.6590909090909092,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.0019430801530958585,0.07861232263644774,100,0.5148080566090987,2.938574423480084,Q4_precision_dispersion,4,representational_certainty,Mean signed distance from ambiguous prototype evidence for safety and threat cues.,SAD higher than HC,True,False
Neural_TrialwiseEvidenceCertaintySNR,placebo_SAD_vs_HC,22,28,0.5408501161543572,0.3617523266932605,0.17909778946109667,0.5969889960955012,0.5876122055809122,0.31168831168831157,2.0097811069389633,0.05195706895087797,0.6558441558441558,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.17418649424365687,0.029193301401160453,100,0.7493142868234127,2.9085953878406707,Q4_precision_dispersion,4,representational_certainty,Trialwise evidence margin divided by trialwise evidence variability.,SAD higher than HC,False,False
Neural_BoundaryCertainty,placebo_SAD_vs_HC,22,28,0.009927218116095626,0.006565949014169385,0.003361269101926241,0.5764897355210854,0.5674349229212778,0.25649350649350633,1.9156768386798062,0.06404973468590158,0.6282467532467532,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.0030843316077932407,0.1518288359776531,100,0.5148080566090987,2.8243186582809225,Q4_precision_dispersion,4,representational_certainty,Absolute separation between prototype threat evidence for CSR and CSS.,SAD higher than HC,False,False
Neural_TrialwiseEvidenceMargin,placebo_SAD_vs_HC,22,28,0.01715130731366496,0.010781626359172477,0.006369680954492482,0.5791889754768389,0.5700917664379357,0.23376623376623384,1.9536102617490632,0.058417421748586454,0.6168831168831169,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.005553392114555818,0.07522520101515029,100,0.6620102715570626,2.8016771488469603,Q4_precision_dispersion,4,representational_certainty,Mean signed trialwise distance from the safety/threat decision boundary.,SAD higher than HC,False,False
Neural_ResidualizedShockAxis_CSRMinusCSS_Projection,placebo_SAD_vs_HC,22,28,-0.04761356916101607,0.024308459327688933,-0.071922028488705,-0.97174663033166,-0.9564835942531522,-0.5616883116883117,-3.5149506704952787,0.0009709295352673199,0.7808441558441559,phase3_reinstatement,phase3_reinst_roi_by_roi,right_vmpfc,-0.0692590046568871,0.004129206631857304,100,0.04533776494560685,2.99937106918239,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized projection contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,True,True
Neural_ResidualizedShockAxis_DiscriminationAUC,placebo_SAD_vs_HC,22,28,-0.04761356916101607,0.024308459327688915,-0.07192202848870499,-0.9717466303316598,-0.9564835942531521,-0.5616883116883117,-3.5149506704952778,0.0009709295352673225,0.7808441558441559,phase3_reinstatement,phase3_reinst_roi_by_roi,right_vmpfc,-0.06925900465688707,0.004129206631857313,100,0.04533776494560685,2.99853249475891,Q6_shock_anchor_secondary,6,residualized_shock_axis,Mean trialwise residualized shock-axis contrast for CSR versus CSS.,SAD lower than HC,True,True
Neural_ResidualizedShockAxis_CSRMinusCSS_Cosine,placebo_SAD_vs_HC,22,28,-0.07733119643868215,0.039462063137953286,-0.11679325957663544,-0.9574263655165557,-0.9423882550634161,-0.49675324675324684,-3.396246046115598,0.001402198915843511,0.7483766233766234,phase3_reinstatement,phase3_reinst_roi_by_roi,right_vmpfc,-0.11316668088461046,0.002937412202146963,100,0.04533776494560685,2.9966457023060795,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized cosine contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,True,True
Neural_ResidualizedShockAxis_CSRMinusCSS_Projection,placebo_SAD_vs_HC,22,28,-0.04169533650210766,0.01410555909637265,-0.05580089559848031,-0.7955958867678844,-0.7830996162950904,-0.3831168831168832,-2.6614760285131016,0.01170223659542619,0.6915584415584416,phase3_reinstatement,phase3_reinst_roi_by_roi,left_amygdala,-0.058887019879904676,0.01279577235267141,100,0.5675584748781717,2.9807127882599582,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized projection contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,True,False
Neural_ResidualizedShockAxis_DiscriminationAUC,placebo_SAD_vs_HC,22,28,-0.04169533650210763,0.014105559096372655,-0.05580089559848029,-0.7955958867678843,-0.7830996162950903,-0.3831168831168832,-2.661476028513101,0.01170223659542622,0.6915584415584416,phase3_reinstatement,phase3_reinst_roi_by_roi,left_amygdala,-0.05888701987990466,0.012795772352671432,100,0.5675584748781717,2.979874213836478,Q6_shock_anchor_secondary,6,residualized_shock_axis,Mean trialwise residualized shock-axis contrast for CSR versus CSS.,SAD lower than HC,True,False
