metric,analysis,n_SAD,n_HC,mean_SAD,mean_HC,diff_SAD_minus_HC,cohens_d_SAD_minus_HC,hedges_g_SAD_minus_HC,rank_biserial_SAD_vs_HC,t,p,scalar_auc_abs_direction,phase,feature_space,roi_name,all_subjects_adjusted_group_beta,all_subjects_adjusted_group_p,all_subjects_adjusted_model_n,q_within_phase_feature,rank_score,profile,profile_order,metric_family,interpretation,direction_summary,passes_nominal_p05,passes_family_q05
Neural_Euclid_TriangleAngle_Background,placebo_SAD_vs_HC,22,28,61.978970310572116,51.429310773450986,10.54965953712113,0.8698819156779121,0.8562188489395156,0.4025974025974026,3.06018873742699,0.0036983991072858553,0.7012987012987013,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,9.830871969610321,0.006017597519553093,100,0.12019797098679029,2.986222222222222,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_DynamicDiscrimination_InitialFinal_Change,placebo_SAD_vs_HC,23,28,0.30944668033189016,-0.17842814447560704,0.4878748248074972,0.7616202522800807,0.749903017629618,0.487577639751553,2.7557784562498826,0.00819967112501016,0.7437888198757765,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,0.44974564756750746,0.014538307544803133,102,0.49113887541920626,2.9854814814814814,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_PrototypeDynamicDiscrimination_Volatility,placebo_SAD_vs_HC,23,28,0.39278094629315813,0.546703494002011,-0.15392254770885289,-0.7689485380727483,-0.7571185605639369,-0.45962732919254656,-2.7000819202926407,0.009767642880761162,0.7298136645962733,phase2_extinction,phase2_ext_roi_by_roi,left_hippocampus,-0.15558025941938744,0.00307532758569149,102,0.45216160947029543,2.9842962962962964,Q3_learning_dynamics,3,trajectory_volatility,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.30832944666804035,0.3514605951946873,-0.043131148526646956,-0.7569138706598426,-0.7452690418804605,-0.4503105590062112,-2.7769242013822013,0.007792121167304365,0.7251552795031055,phase2_extinction,phase2_ext_roi_by_roi,right_acc,-0.05080998903659005,0.001681447894447952,102,0.39116099614842986,2.9837037037037035,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_Euclid_VicariousDiscrimination_Normalized,placebo_SAD_vs_HC,22,28,0.034680935988485734,-0.12217446883926437,0.15685540482775012,0.7973337040380213,0.7848101380060105,0.418831168831169,2.8056070159119026,0.0073558913159460955,0.7094155844155845,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.15124326895303908,0.010557754083731817,100,0.19125317421459848,2.9825185185185186,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_PrototypeDynamicDiscrimination_Volatility,placebo_SAD_vs_HC,23,28,0.3422921027640793,0.49757149595863476,-0.15527939319455547,-0.7440862975741568,-0.732638816073016,-0.4720496894409938,-2.6577571126128046,0.010657066380991106,0.7360248447204969,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.16384008391390995,0.002892251575275455,102,0.49113887541920626,2.9825185185185186,Q3_learning_dynamics,3,trajectory_volatility,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Certainty_CSR,placebo_SAD_vs_HC,22,28,0.3063906697703285,0.18269507228220006,0.12369559748812847,0.8019687071550282,0.7893723400269388,0.4253246753246753,2.7011070260414183,0.010438551602017251,0.7126623376623377,phase3_reinstatement,phase3_reinst_roi_by_roi,amygdala,0.1349966240620224,0.004794997322201535,100,0.6785058541311213,2.981333333333333,Q2_decision_evidence,2,representational_certainty,Certainty of expected threat-state evidence for CSR relative to maximal ambiguity.,SAD higher than HC,True,False
Neural_ThreatEvidenceCertainty,placebo_SAD_vs_HC,22,28,0.3063906697703285,0.18269507228220006,0.12369559748812847,0.8019687071550282,0.7893723400269388,0.4253246753246753,2.7011070260414183,0.010438551602017251,0.7126623376623377,phase3_reinstatement,phase3_reinst_roi_by_roi,amygdala,0.1349966240620224,0.004794997322201535,100,0.6785058541311213,2.981333333333333,Q4_precision_dispersion,4,representational_certainty,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.3008774646733151,0.34671855869820856,-0.04584109402489345,-0.7900435268779294,-0.7778890110798075,-0.4006211180124224,-2.9303351722431454,0.005245270780165256,0.7003105590062112,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.05399567358820282,0.0012298086443060495,102,0.4445797101237218,2.980148148148148,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.31634175631456485,0.3652646118716975,-0.04892285555713266,-0.8135827305140577,-0.8010660731215338,-0.3788819875776397,-3.0399054067783196,0.003961894385508613,0.6894409937888198,phase2_extinction,phase2_ext_roi_by_roi,left_acc,-0.056949398909751724,0.0011843195425041498,102,0.3763799666233183,2.977925925925926,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_PrototypeDynamicDiscrimination_Volatility,placebo_SAD_vs_HC,23,28,0.46845490898396036,0.6224963778070824,-0.15404146882312209,-0.7400755118913337,-0.7286897347853132,-0.40372670807453415,-2.721831937752441,0.009026648030356153,0.7018633540372671,phase2_extinction,phase2_ext_roi_by_roi,left_acc,-0.17075733684609454,0.005262183434738696,102,0.4287657814419173,2.9762962962962964,Q3_learning_dynamics,3,trajectory_volatility,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_DynamicDiscrimination_InitialFinal_Change,placebo_SAD_vs_HC,23,28,0.21098102947885336,-0.27531109842389706,0.48629212790275045,0.6938482157151317,0.6831736277810527,0.44720496894409933,2.5125423500609436,0.015327988754659176,0.7236024844720497,phase2_extinction,phase2_ext_roi_by_roi,left_insula,0.48949445702725414,0.015297525852717573,102,0.7633561605067554,2.9739259259259256,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_ResidualizedShockAxis_CSRMinusCSS_Projection,placebo_SAD_vs_HC,22,28,-0.04169533650210766,0.01410555909637265,-0.05580089559848031,-0.7955958867678844,-0.7830996162950904,-0.3831168831168832,-2.6614760285131016,0.01170223659542619,0.6915584415584416,phase3_reinstatement,phase3_reinst_roi_by_roi,left_amygdala,-0.058887019879904676,0.01279577235267141,100,0.7606453787027042,2.973037037037037,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized projection contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,True,False
Neural_ResidualizedShockAxis_DiscriminationAUC,placebo_SAD_vs_HC,22,28,-0.04169533650210763,0.014105559096372655,-0.05580089559848029,-0.7955958867678843,-0.7830996162950903,-0.3831168831168832,-2.661476028513101,0.01170223659542622,0.6915584415584416,phase3_reinstatement,phase3_reinst_roi_by_roi,left_amygdala,-0.05888701987990466,0.012795772352671432,100,0.7606453787027042,2.9724444444444442,Q6_shock_anchor_secondary,6,residualized_shock_axis,Mean trialwise residualized shock-axis contrast for CSR versus CSS.,SAD lower than HC,True,False
Neural_PrototypeEvidenceCertainty,placebo_SAD_vs_HC,22,28,0.3235385701202615,0.19718375226559434,0.12635481785466715,0.8062552291262417,0.7935915344279239,0.3766233766233764,2.6504389810736493,0.012565392801964427,0.6883116883116882,phase3_reinstatement,phase3_reinst_roi_by_roi,insula,0.12412500909203003,0.002549209333526554,100,0.42836892252272823,2.970666666666667,Q4_precision_dispersion,4,representational_certainty,Mean absolute distance from ambiguous prototype evidence for safety and threat cues.,SAD higher than HC,True,False
Neural_Euclid_TriangleAngle_Threat,placebo_SAD_vs_HC,22,28,57.77624099668351,68.41301754382937,-10.636776547145857,-0.740308448641041,-0.7286805672487733,-0.3831168831168831,-2.6556927733132376,0.010722461297351308,0.6915584415584415,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,-10.691647276222962,0.007751697142911967,100,0.20364971957839967,2.9700740740740743,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_ResidualizedShockAxis_CSR_Projection,placebo_SAD_vs_HC,22,28,-0.019414375681709874,0.03702973771679545,-0.05644411339850532,-0.7471366159057995,-0.7354014858130383,-0.3831168831168832,-2.601555317925912,0.012613900143449373,0.6915584415584416,phase3_reinstatement,phase3_reinst_roi_by_roi,left_insula,-0.05679725361989778,0.020972989646584977,100,0.5466023395494728,2.969777777777778,Q6_shock_anchor_secondary,6,residualized_shock_axis,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_ThreatToSafetyDistanceRatio,placebo_SAD_vs_HC,22,28,1.1322187140007702,0.8263924542449358,0.30582625975583444,0.8033205593720678,0.7907029589630825,0.3701298701298701,2.687716934504688,0.010965754131144598,0.685064935064935,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.27724676522170383,0.04691897672626973,100,0.20364971957839967,2.969185185185185,Q1_geometry_topology,1,normalized_geometry_ratio,Ratio of threat-safety distance to safety-background distance.,SAD higher than HC,True,False
Neural_DynamicDiscriminationAUC,placebo_SAD_vs_HC,23,28,-0.007222940595573089,-0.06779754691035382,0.06057460631478073,0.7038162657465661,0.692988323196619,0.38198757763975166,2.523066020306058,0.014972713099186095,0.6909937888198758,phase2_extinction,phase2_ext_roi_by_roi,right_insula,0.06479479334291652,0.01639580423450671,102,0.41712503081170865,2.965925925925926,Q3_learning_dynamics,3,trajectory_auc,Mean trialwise threat-vs-safety evidence separation across extinction trials.,SAD higher than HC,True,False
Neural_DynamicDiscrimination_InitialFinal_Change,placebo_SAD_vs_HC,23,28,0.2643384952712688,-0.15384499518217726,0.41818349045344605,0.6720019409527188,0.6616634495534462,0.4316770186335406,2.3748643105072302,0.021781779242777865,0.7158385093167703,phase2_extinction,phase2_ext_roi_by_roi,right_hippocampus,0.38195729218696306,0.029008062551622155,102,0.5742537223914642,2.965925925925926,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_BoundaryCertainty,placebo_SAD_vs_HC,22,28,0.3118387238698176,0.17909856597947035,0.13274015789034724,0.7936716370265033,0.7812055903716368,0.3603896103896105,2.624297133090941,0.013180582231468561,0.6801948051948052,phase3_reinstatement,phase3_reinst_roi_by_roi,insula,0.13140359519435946,0.0028974715038672352,100,0.42836892252272823,2.9628148148148146,Q4_precision_dispersion,4,representational_certainty,Absolute separation between prototype threat evidence for CSR and CSS.,SAD higher than HC,True,False
Neural_PrototypeDynamicDiscrimination_Volatility,placebo_SAD_vs_HC,23,28,0.3867067732328524,0.5289825117042449,-0.14227573847139252,-0.6621032152521704,-0.6519170119405986,-0.3913043478260869,-2.39671578723438,0.020403288630467392,0.6956521739130435,phase2_extinction,phase2_ext_roi_by_roi,right_hippocampus,-0.1607817101403096,0.005928009438395548,102,0.5742537223914642,2.960592592592593,Q3_learning_dynamics,3,trajectory_volatility,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Safety_Volatility,placebo_SAD_vs_HC,23,28,0.3367328609327318,0.4205172070903811,-0.08378434615764929,-0.698482468876616,-0.6877365847400527,-0.3633540372670807,-2.4659007336281507,0.01747621630214765,0.6816770186335404,phase2_extinction,phase2_ext_roi_by_roi,left_acc,-0.09053244399361632,0.009122311708325536,102,0.5457609144683156,2.957333333333333,Q3_learning_dynamics,3,trajectory_volatility,Trial-to-trial instability in safety evidence.,SAD lower than HC,True,False
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.2969816245573885,0.3353243112858622,-0.038342686728473685,-0.685893224121048,-0.6753410206730319,-0.3695652173913043,-2.44574901145524,0.01819856196808372,0.6847826086956521,phase2_extinction,phase2_ext_roi_by_roi,left_hippocampus,-0.04305711050362059,0.0070156016694271255,102,0.45216160947029543,2.9562962962962964,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_Euclid_TriangleAngle_Threat,placebo_SAD_vs_HC,22,28,54.74574545570102,65.55175185441031,-10.806006398709293,-0.6907538810388731,-0.6799043436403568,-0.3538961038961038,-2.5753491638235295,0.013397363913277414,0.676948051948052,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,-9.963410498670001,0.016229849365801366,100,0.34497447092362277,2.9525925925925924,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Euclid_VicariousDiscrimination_Normalized,placebo_SAD_vs_HC,22,28,0.07380387971883315,-0.05412342342325185,0.127927303142085,0.6561863131043397,0.645879721799036,0.3701298701298701,2.3271787146420015,0.02433633662419392,0.685064935064935,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.12077466465981364,0.020160667985747057,100,0.5178403952905295,2.948148148148148,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_Euclid_VicariousDiscrimination,placebo_SAD_vs_HC,22,28,0.0006533556112214864,-0.0075680646235297,0.008221420234751187,0.6526667160334746,0.6424154063575561,0.36038961038961026,2.4075040222090953,0.02008081480575302,0.6801948051948051,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.007621321090278285,0.02674565024263153,100,0.29005621386087693,2.947111111111111,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_PrototypeEvidenceEntropy,placebo_SAD_vs_HC,22,28,0.883378373351277,0.956801135252392,-0.07342276190111496,-0.7322818439269808,-0.7207800348600649,-0.3571428571428572,-2.314901008986474,0.0296068699259917,0.6785714285714286,phase3_reinstatement,phase3_reinst_roi_by_roi,insula,-0.07117506825228723,0.0021949488597437,100,0.6414821817298202,2.9463703703703703,Q4_precision_dispersion,4,representational_certainty,Mean binary entropy of safety and threat prototype evidence; lower values indicate more certain evidence.,SAD lower than HC,True,False
Neural_Safety_Volatility,placebo_SAD_vs_HC,23,28,0.29365442229113553,0.36319966204178883,-0.0695452397506533,-0.6391644005554469,-0.6293311020853631,-0.3633540372670808,-2.3669428235223497,0.022143044390565754,0.6816770186335404,phase2_extinction,phase2_ext_roi_by_roi,left_insula,-0.07234087636549649,0.035729920291124456,102,0.7633561605067554,2.9454814814814814,Q3_learning_dynamics,3,trajectory_volatility,Trial-to-trial instability in safety evidence.,SAD lower than HC,True,False
Neural_CorrTriangleAngle_Threat,placebo_SAD_vs_HC,22,28,50.798602483785885,72.06160547013033,-21.263002986344446,-0.6948788841012017,-0.6839645560786698,-0.34090909090909094,-2.6003990871881992,0.012642936390226804,0.6704545454545454,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,-18.922084456187044,0.03322870407510944,100,0.34497447092362277,2.9444444444444446,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_PrototypeDynamicDiscrimination_Volatility,placebo_SAD_vs_HC,23,28,0.4020709658107747,0.5343231167008583,-0.13225215089008358,-0.6685230897260651,-0.6582381191148949,-0.34782608695652173,-2.5010970329885485,0.01617988632981297,0.6739130434782609,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.1540688748839132,0.004477192622640869,102,0.4445797101237218,2.9444444444444446,Q3_learning_dynamics,3,trajectory_volatility,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Threat_Volatility,placebo_SAD_vs_HC,23,28,0.3279922612141954,0.4340374079318684,-0.10604514671767301,-0.6690703707537157,-0.6587769804344278,-0.34782608695652173,-2.488912620859488,0.01653325025029996,0.6739130434782609,phase2_extinction,phase2_ext_roi_by_roi,left_vmpfc,-0.11237506155023094,0.010352406328741525,102,0.6179820376791021,2.944444444444444,Q3_learning_dynamics,3,trajectory_volatility,Trial-to-trial instability in threat evidence.,SAD lower than HC,True,False
Neural_PrototypeEvidenceCertainty,placebo_SAD_vs_HC,22,28,0.30438316160029427,0.1933071181701632,0.11107604343013108,0.6996348688373293,0.6886458394838634,0.35064935064935066,2.3309612974328666,0.02586049838469128,0.6753246753246753,phase3_reinstatement,phase3_reinst_roi_by_roi,right_insula,0.11166391042813123,0.005665058269075888,100,0.9904773436719106,2.9438518518518517,Q4_precision_dispersion,4,representational_certainty,Mean absolute distance from ambiguous prototype evidence for safety and threat cues.,SAD higher than HC,True,False
Neural_RawNorm_ThreatMinusSafety,placebo_SAD_vs_HC,23,28,-78.68515943444294,265.33561270577565,-344.0207721402186,-0.6497877565107576,-0.6397910217952075,-0.3509316770186335,-2.423956364144148,0.019453896297769988,0.6754658385093167,phase2_extinction,phase2_ext_roi_by_roi,right_insula,-366.8664083415104,0.0021313466533741192,102,0.41712503081170865,2.9435555555555557,Q5_activation_magnitude_secondary,5,raw_pattern_norm,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Certainty_CSR,placebo_SAD_vs_HC,22,28,0.3006951146504844,0.20247007451227012,0.09822504013821426,0.6605554565857168,0.6501802399901296,0.3571428571428572,2.3109899262918545,0.025507241842456615,0.6785714285714286,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.10974321720884343,0.010551628699718641,100,0.34497447092362277,2.9434074074074075,Q2_decision_evidence,2,representational_certainty,Certainty of expected threat-state evidence for CSR relative to maximal ambiguity.,SAD higher than HC,True,False
Neural_ThreatEvidenceCertainty,placebo_SAD_vs_HC,22,28,0.3006951146504844,0.20247007451227012,0.09822504013821426,0.6605554565857168,0.6501802399901296,0.3571428571428572,2.3109899262918545,0.025507241842456615,0.6785714285714286,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.10974321720884343,0.010551628699718641,100,0.34497447092362277,2.9434074074074075,Q4_precision_dispersion,4,representational_certainty,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_Euclid_TriangleAngle_Threat,placebo_SAD_vs_HC,22,28,55.580820850592275,64.35526576392124,-8.774444913328963,-0.6347969543563665,-0.6248263215654288,-0.36688311688311703,-2.310944935384402,0.025192402575692673,0.6834415584415585,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,-8.216413066922678,0.023988615685721502,100,0.5178403952905295,2.943111111111111,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_TrialwiseEvidenceMargin,placebo_SAD_vs_HC,22,28,0.016670751492633886,0.009183616380626433,0.007487135112007453,0.6965705735344213,0.6856296744736713,0.3441558441558441,2.4032759094270184,0.020761464399109867,0.672077922077922,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.006702508039907013,0.026002056730603434,100,0.34497447092362277,2.9428148148148146,Q4_precision_dispersion,4,representational_certainty,Mean signed trialwise distance from the safety/threat decision boundary.,SAD higher than HC,True,False
Neural_Euclid_ThreatTriangleOpenness,placebo_SAD_vs_HC,22,28,0.0027970375084139572,-0.003265940823031186,0.006062978331445143,0.6126967252738911,0.6030732164999556,0.44805194805194803,2.0781776772781724,0.04451097398681418,0.724025974025974,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.005462648845006904,0.0776975285563389,100,0.5178403952905295,2.9419259259259256,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_DynamicDiscriminationAUC,placebo_SAD_vs_HC,23,28,0.008909291721692345,-0.05660371595077391,0.06551300767246626,0.6563236951452162,0.6462264075275975,0.34782608695652195,2.3584396583340386,0.022418368218447057,0.673913043478261,phase2_extinction,phase2_ext_roi_by_roi,insula,0.07358804702266337,0.017956291129476307,102,0.6142082636701381,2.938962962962963,Q3_learning_dynamics,3,trajectory_auc,Mean trialwise threat-vs-safety evidence separation across extinction trials.,SAD higher than HC,True,False
Neural_ResidualizedShockAxis_CSRMinusCSS_Cosine,placebo_SAD_vs_HC,22,28,-0.08446970550866212,0.02457118409387729,-0.10904088960253941,-0.6776915936380281,-0.6670472230573261,-0.3441558441558442,-2.302983185290148,0.026791375092849054,0.672077922077922,phase3_reinstatement,phase3_reinst_roi_by_roi,left_amygdala,-0.11460349726787553,0.0230197372844438,100,0.7725837926185422,2.935111111111111,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized cosine contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,True,False
